E,U,Frekans,Kaynak_IDler
ABD,(https://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri),1,".us#8: Ayrıca ABD topraklarının kendi ccTLDs vardır. .as Amerikan Samoası için, .gu Guam , Kuzey Mariana Adaları .mp , .pr Puerto Rico için ve .vi Virgin Adaları için kullanılmaktadır. | .mil#1: .mil ( mil itary = askeri) ABD askeri site bağlantısının olduğunu belirtir."
askeri,(https://tr.wikipedia.org/wiki/Askeri),1,.mil#1: .mil ( mil itary = askeri) ABD askeri site bağlantısının olduğunu belirtir.
