E,U,Frekans,Kaynak_IDler
Amasya=Amasyalı,https://tr.wikipedia.org/wiki/Amasya,4,II. Murad#1=II. Murad#5=II. Murad#6=II. MuradCard#4
Bursa,https://tr.wikipedia.org/wiki/Bursa,4,II. Murad#10=II. Murad#279=II. MuradCard#5=II. MuradCard#6
Edirne,https://tr.wikipedia.org/wiki/Edirne,3,II. Murad#1=II. Murad#156=II. Murad#222
Konstantiniyye=Kostantiniye,https://tr.wikipedia.org/wiki/Konstantinopolis,3,II. Murad#15=II. Murad#235=II. Murad#40
Osmanlı=Osmanlı Devleti,https://tr.wikipedia.org/wiki/Osmanl%C4%B1_%C4%B0mparatorlu%C4%9Fu,3,II. Murad#281=II. MuradCard#4=II. MuradCard#5
Fatih Sultan Mehmed=II. Mehmed=II. Mehmet=Mehmet,https://tr.wikipedia.org/wiki/II._Mehmed,3,II. MuradCard#2=II. MuradCard#3=II. MuradCard#8
Brankoviç=Yorgo Brankoviç,https://tr.wikipedia.org/wiki/%C4%90ura%C4%91_Brankovi%C4%87,3,II. Murad#131=II. Murad#90=II. Murad#96
Tuna=Tuna Nehri,https://tr.wikipedia.org/wiki/Tuna,3,II. Murad#111=II. Murad#155=II. Murad#196
Erdel,https://tr.wikipedia.org/wiki/Erdel,3,II. Murad#111=II. Murad#119=II. Murad#126
Çandarlı (2.) Halil Paşa=Çandarlı Halil Paşa,https://tr.wikipedia.org/wiki/%C3%87andarl%C4%B1_Halil_Pa%C5%9Fa,3,II. Murad#170=II. Murad#222=II. Murad#60
Manisa,https://tr.wikipedia.org/wiki/Manisa,3,II. Murad#195=II. Murad#218=II. Murad#222
János Hunyadi,https://tr.wikipedia.org/wiki/J%C3%A1nos_Hunyadi,3,II. Murad#119=II. Murad#124=II. Murad#150
İskender Bey,https://tr.wikipedia.org/wiki/%C4%B0skender_Bey,3,II. Murad#184=II. Murad#241=II. Murad#57
Emine Hatun,https://tr.wikipedia.org/wiki/Emine_Hatun,2,II. Murad#4=II. MuradCard#12
I. Mehmed=Mehmet,https://tr.wikipedia.org/wiki/I._Mehmed,2,II. Murad#1=II. MuradCard#11
Sibiu,https://tr.wikipedia.org/wiki/Sibin,2,II. Murad#111=II. Murad#126
Karaman=Karamanlılar=Karamanoğlu,https://tr.wikipedia.org/wiki/Karamano%C4%9Fullar%C4%B1_Beyli%C4%9Fi,2,II. Murad#130=II. Murad#49
Eflak,https://tr.wikipedia.org/wiki/Eflak,2,II. Murad#276=II. Murad#51
Turahan Bey,https://tr.wikipedia.org/wiki/Turahan_Bey,2,II. Murad#248=II. Murad#87
Hacı İvaz Paşa,https://tr.wikipedia.org/wiki/Hac%C4%B1_%C4%B0vaz_Pa%C5%9Fa,2,II. Murad#28=II. Murad#75
Rumeli,https://tr.wikipedia.org/wiki/Rumeli,2,II. Murad#17=II. Murad#184
Anadolu,https://tr.wikipedia.org/wiki/Anadolu,2,II. Murad#156=II. Murad#61
Dobruca,https://tr.wikipedia.org/wiki/Dobruca,2,II. Murad#185=II. Murad#228
Beyşehir,https://tr.wikipedia.org/wiki/Bey%C5%9Fehir,2,II. Murad#130=II. Murad#159
Yergöğü,https://tr.wikipedia.org/wiki/Yerg%C3%B6%C4%9F%C3%BC,2,II. Murad#112=II. Murad#227
