E,U,Frekans,Kaynak_IDler
Ankara,https://tr.wikipedia.org/wiki/Ankara,2,Cenabi Ahmed Paşa Camii#1=Cenabi Ahmed Paşa CamiiCard#4
Altındağ,https://tr.wikipedia.org/wiki/Alt%C4%B1nda%C4%9F,2,Cenabi Ahmed Paşa Camii#1=Cenabi Ahmed Paşa CamiiCard#4
Ankara taşı,https://tr.wikipedia.org/wiki/Andezit,2,Cenabi Ahmed Paşa Camii#5=Cenabi Ahmed Paşa CamiiCard#8
Mimar Sinan,https://tr.wikipedia.org/wiki/Mimar_Sinan,2,Cenabi Ahmed Paşa Camii#3=Cenabi Ahmed Paşa CamiiCard#7
Cenabi Ahmed Paşa,https://tr.wikipedia.org/wiki/Cenabi_Ahmed_Pa%C5%9Fa,1,Cenabi Ahmed Paşa Camii#2
Kanuni Sultan Süleyman,https://tr.wikipedia.org/wiki/I._S%C3%BCleyman,1,Cenabi Ahmed Paşa Camii#2
Tezkiret-ül Bünyan,https://tr.wikipedia.org/wiki/Tezkiret-%C3%BCl_B%C3%BCnyan,1,Cenabi Ahmed Paşa Camii#3
Eski Eserler ve Anıtlar Yüksek Kurulu,https://tr.wikipedia.org/wiki/Eski_Eserler_ve_An%C4%B1tlar_Y%C3%BCksek_Kurulu,1,Cenabi Ahmed Paşa Camii#2
minareli,https://tr.wikipedia.org/wiki/Minare,1,Cenabi Ahmed Paşa Camii#3
kubbelidir,https://tr.wikipedia.org/wiki/Kubbe,1,Cenabi Ahmed Paşa Camii#3
Osmanlı mimarisi=Osmanlı mimarisinin,https://tr.wikipedia.org/wiki/Osmanl%C4%B1_mimarisi,1,Cenabi Ahmed Paşa Camii#6
son cemaat yeri,https://tr.wikipedia.org/wiki/Son_cemaat_yeri,1,Cenabi Ahmed Paşa Camii#6
mihrabıı,https://tr.wikipedia.org/wiki/Mihrap,1,Cenabi Ahmed Paşa Camii#9
minberi,https://tr.wikipedia.org/wiki/Minber,1,Cenabi Ahmed Paşa Camii#9
mermerden,https://tr.wikipedia.org/wiki/Mermer,1,Cenabi Ahmed Paşa Camii#9
kalemişi,https://tr.wikipedia.org/wiki/Kalemi%C5%9Fi,1,Cenabi Ahmed Paşa Camii#11
mevlevihane,https://tr.wikipedia.org/wiki/Mevlevihane,1,Cenabi Ahmed Paşa Camii#12
Sünni,https://tr.wikipedia.org/wiki/S%C3%BCnni,1,Cenabi Ahmed Paşa CamiiCard#2
Osmanlı mimarisi=Osmanlı mimarisinin,https://tr.wikipedia.org/wiki/Osmanl%C4%B1_mimarisi,1,Cenabi Ahmed Paşa CamiiCard#3
Türkiye,https://tr.wikipedia.org/wiki/T%C3%BCrkiye,1,Cenabi Ahmed Paşa CamiiCard#4
