E,U,Frekans,Kaynak_IDler
bağlama,https://tr.wikipedia.org/wiki/Ba%C4%9Flama,1,Divan sazı#1
tel,https://tr.wikipedia.org/wiki/Tel,1,Divan sazı#2
cm,https://tr.wikipedia.org/wiki/Santimetre,1,Divan sazı#2
mm,https://tr.wikipedia.org/wiki/Milimetre,1,Divan sazı#2
bam teli,https://tr.wikipedia.org/w/index.php?title=Bam_teli&action=edit&redlink=1,1,Divan sazı#2
akortlanır,https://tr.wikipedia.org/wiki/Akort,1,Divan sazı#3
Tanburu,https://tr.wikipedia.org/wiki/Tanbur,1,Divan sazı#3
Uzun hava,https://tr.wikipedia.org/wiki/Uzun_hava,1,Divan sazı#3
TRT,https://tr.wikipedia.org/wiki/T%C3%BCrkiye_Radyo_Televizyon_Kurumu,1,Divan sazı#4
Ali Ekber Çiçek,https://tr.wikipedia.org/wiki/Ali_Ekber_%C3%87i%C3%A7ek,1,Divan sazı#4
Mehmet Erenler,https://tr.wikipedia.org/wiki/Mehmet_Erenler,1,Divan sazı#4
Orhan Gencebay,https://tr.wikipedia.org/wiki/Orhan_Gencebay,1,Divan sazı#4
