E,U,Frekans,Kaynak_IDler
DHMİ=Devlet Hava Meydanları İşletmesi,https://tr.wikipedia.org/wiki/Devlet_Hava_Meydanlar%C4%B1_%C4%B0%C5%9Fletmesi,2,Ankara Esenboğa Havalimanı#18=Ankara Esenboğa Havalimanı#30
TAV=TAV Havalimanları,https://tr.wikipedia.org/wiki/TAV_Havalimanlar%C4%B1_Holding,2,Ankara Esenboğa Havalimanı#25=Ankara Esenboğa Havalimanı#44
TAV=TAV Havalimanları,https://tr.wikipedia.org/wiki/TAV_Havalimanlar%C4%B1_Holding,2,Ankara Esenboğa Havalimanı#28=Ankara Esenboğa Havalimanı#3
IATA,https://tr.wikipedia.org/wiki/Uluslararas%C4%B1_Hava_Ta%C5%9F%C4%B1mac%C4%B1l%C4%B1%C4%9F%C4%B1_Birli%C4%9Fi,1,Ankara Esenboğa Havalimanı#1
Ankara,https://tr.wikipedia.org/wiki/Ankara,1,Ankara Esenboğa Havalimanı#1
Türkiye,https://tr.wikipedia.org/wiki/T%C3%BCrkiye,1,Ankara Esenboğa Havalimanı#1
ICAO,https://tr.wikipedia.org/wiki/ICAO_kodu,1,Ankara Esenboğa Havalimanı#1
uluslararası havalimanıdır,https://tr.wikipedia.org/wiki/Uluslararas%C4%B1_havaliman%C4%B1,1,Ankara Esenboğa Havalimanı#1
İstanbul,https://tr.wikipedia.org/wiki/%C4%B0stanbul,1,Ankara Esenboğa Havalimanı#7
Etimesgut,https://tr.wikipedia.org/wiki/Etimesgut,1,Ankara Esenboğa Havalimanı#8
Çubuk,"https://tr.wikipedia.org/wiki/%C3%87ubuk,_Ankara",1,Ankara Esenboğa Havalimanı#2
DHMİ=Devlet Hava Meydanları İşletmesi,https://tr.wikipedia.org/wiki/Devlet_Hava_Meydanlar%C4%B1_%C4%B0%C5%9Fletmesi,1,Ankara Esenboğa Havalimanı#3
Devlet Hava Yolları=THY,https://tr.wikipedia.org/wiki/T%C3%BCrk_Hava_Yollar%C4%B1,1,Ankara Esenboğa Havalimanı#11
Güvercinlik Havalimanı,https://tr.wikipedia.org/wiki/G%C3%BCvercinlik_Havaliman%C4%B1,1,Ankara Esenboğa Havalimanı#8
NASA,https://tr.wikipedia.org/wiki/NASA,1,Ankara Esenboğa Havalimanı#27
uzay mekiği,https://tr.wikipedia.org/wiki/Uzay_meki%C4%9Fi,1,Ankara Esenboğa Havalimanı#27
Airports Council International,https://tr.wikipedia.org/w/index.php?title=Airports_Council_International&action=edit&redlink=1,1,Ankara Esenboğa Havalimanı#29
Devlet Hava Yolları=THY,https://tr.wikipedia.org/wiki/T%C3%BCrk_Hava_Yollar%C4%B1,1,Ankara Esenboğa Havalimanı#49
AŞTİ,https://tr.wikipedia.org/wiki/Ankara_%C5%9Eehirleraras%C4%B1_Otob%C3%BCs_Terminali,1,Ankara Esenboğa Havalimanı#55
Kızılay,https://tr.wikipedia.org/wiki/K%C4%B1z%C4%B1lay_Meydan%C4%B1,1,Ankara Esenboğa Havalimanı#55
