E,U,Frekans,Kaynak_IDler
Fransızlar,https://tr.wikipedia.org/wiki/Frans%C4%B1zlar,2,Türk Kurtuluş Savaşı Güney Cephesi#11;Türk Kurtuluş Savaşı Güney Cephesi#15
Musul,https://tr.wikipedia.org/wiki/Musul,2,Türk Kurtuluş Savaşı Güney Cephesi#5;Türk Kurtuluş Savaşı Güney Cephesi#9
Urfa,https://tr.wikipedia.org/wiki/%C5%9Eanl%C4%B1urfa,2,Türk Kurtuluş Savaşı Güney Cephesi#5
Antep,https://tr.wikipedia.org/wiki/Gaziantep,2,Türk Kurtuluş Savaşı Güney Cephesi#5
Maraş,https://tr.wikipedia.org/wiki/Kahramanmara%C5%9F,2,Türk Kurtuluş Savaşı Güney Cephesi#5
Sykes-Picot Anlaşması,https://tr.wikipedia.org/wiki/Sykes-Picot_Anla%C5%9Fmas%C4%B1,2,Türk Kurtuluş Savaşı Güney Cephesi#4;Türk Kurtuluş Savaşı Güney Cephesi#5
Kuvâ-yi Milliye,https://tr.wikipedia.org/wiki/Kuv%C3%A2-yi_Milliye,1,Türk Kurtuluş Savaşı Güney Cephesi#3
Ermeni Lejyonu U:(https://tr.wikipedia.org/wiki/Ermeni_Lejyonu_(Fransa))___ ile ___E:TBMM,https://tr.wikipedia.org/wiki/T%C3%BCrkiye_B%C3%BCy%C3%BCk_Millet_Meclisi,1,Türk Kurtuluş Savaşı Güney Cephesi#3
I. Dünya Savaşı,https://tr.wikipedia.org/wiki/I._D%C3%BCnya_Sava%C5%9F%C4%B1,1,Türk Kurtuluş Savaşı Güney Cephesi#3
Fransızca,https://tr.wikipedia.org/wiki/Frans%C4%B1zca,1,Türk Kurtuluş Savaşı Güney Cephesi#3
Ankara Hükûmeti,https://tr.wikipedia.org/wiki/Ankara_H%C3%BCk%C3%BBmeti,1,Türk Kurtuluş Savaşı Güney Cephesi#2
Fransa,https://tr.wikipedia.org/wiki/%C3%9C%C3%A7%C3%BCnc%C3%BC_Frans%C4%B1z_Cumhuriyeti,1,Türk Kurtuluş Savaşı Güney Cephesi#1
Büyük Britanya,https://tr.wikipedia.org/wiki/B%C3%BCy%C3%BCk_Britanya,1,Türk Kurtuluş Savaşı Güney Cephesi#9
Adana,https://tr.wikipedia.org/wiki/Adana,1,Türk Kurtuluş Savaşı Güney Cephesi#5
Fransa,https://tr.wikipedia.org/wiki/Fransa,1,Türk Kurtuluş Savaşı Güney Cephesi#9
Suriye,https://tr.wikipedia.org/wiki/Suriye,1,Türk Kurtuluş Savaşı Güney Cephesi#9
İngiliz,https://tr.wikipedia.org/wiki/%C4%B0ngilizler,1,Türk Kurtuluş Savaşı Güney Cephesi#10
Sütçü İmam,https://tr.wikipedia.org/wiki/S%C3%BCt%C3%A7%C3%BC_%C4%B0mam,1,Türk Kurtuluş Savaşı Güney Cephesi#13
Henry Franklin-Bouillon,https://tr.wikipedia.org/wiki/Henry_Franklin-Bouillon,1,Türk Kurtuluş Savaşı Güney Cephesi#29
Yusuf Kemal Tengirşenk,https://tr.wikipedia.org/wiki/Yusuf_Kemal_Tengir%C5%9Fenk,1,Türk Kurtuluş Savaşı Güney Cephesi#36
Ali Saip Bey,https://tr.wikipedia.org/wiki/Ali_Saip_Ursava%C5%9F,1,Türk Kurtuluş Savaşı Güney Cephesi#43
Sayköy,"https://tr.wikipedia.org/wiki/Sayk%C3%B6y,_Tarsus",1,Türk Kurtuluş Savaşı Güney Cephesi#47
