E,U,Frekans,Kaynak_IDler
Altınyayla,"https://tr.wikipedia.org/wiki/Alt%C4%B1nyayla,_Sivas",3,Şarkışla#173;Şarkışla#2;Şarkışla#5
Merkez Hüyük,"https://tr.wikipedia.org/wiki/Merkez_H%C3%BCy%C3%BCk,_%C5%9Eark%C4%B1%C5%9Fla",3,Şarkışla#113;Şarkışla#130;Şarkışla#145
Emlek yöresi,https://tr.wikipedia.org/wiki/Emlek_y%C3%B6resi,2,Şarkışla#108;Şarkışla#115
Döllük,"https://tr.wikipedia.org/wiki/D%C3%B6ll%C3%BCk,_%C5%9Eark%C4%B1%C5%9Fla",2,Şarkışla#170;Şarkışla#18
Kayseri,https://tr.wikipedia.org/wiki/Kayseri,1,Şarkışla#2
Pınarbaşı,"https://tr.wikipedia.org/wiki/P%C4%B1narba%C5%9F%C4%B1,_Kayseri",1,Şarkışla#2
Yozgat,https://tr.wikipedia.org/wiki/Yozgat,1,Şarkışla#2
Gemerek,https://tr.wikipedia.org/wiki/Gemerek,1,Şarkışla#2
Akdağmadeni,https://tr.wikipedia.org/wiki/Akda%C4%9Fmadeni,1,Şarkışla#2
2024 nüfus istatistiklerine göre,https://tr.wikipedia.org/wiki/2024_T%C3%BCrkiye_adrese_dayal%C4%B1_n%C3%BCfus_kay%C4%B1t_sistemi_sonu%C3%A7lar%C4%B1,1,Şarkışla#2
Sivas,https://tr.wikipedia.org/wiki/Sivas,1,Şarkışla#2
Yıldızeli,https://tr.wikipedia.org/wiki/Y%C4%B1ld%C4%B1zeli,1,Şarkışla#2
Hattilerin,https://tr.wikipedia.org/wiki/Hattiler,1,Şarkışla#23
Hititlerin,https://tr.wikipedia.org/wiki/Hititler,1,Şarkışla#23
Etilerin,https://tr.wikipedia.org/wiki/Etiler,1,Şarkışla#23
Perslerin,https://tr.wikipedia.org/wiki/Persler,1,Şarkışla#23
Roma,https://tr.wikipedia.org/wiki/Roma,1,Şarkışla#23
11. yüzyıl,https://tr.wikipedia.org/wiki/11._y%C3%BCzy%C4%B1l,1,Şarkışla#28
