E,U,Frekans,Kaynak_IDler
Pasargad,https://tr.wikipedia.org/wiki/Pasargad,7,II. Kiros#143;II. Kiros#199;II. Kiros#234;II. Kiros#49;II. Kiros#51;II. KirosCard#6;II. KirosCard#7
Herodot,https://tr.wikipedia.org/wiki/Herodot,6,II. Kiros#116;II. Kiros#127;II. Kiros#137;II. Kiros#194;II. Kiros#38;II. Kiros#52
Ksenofon,https://tr.wikipedia.org/wiki/Ksenofon,5,II. Kiros#141;II. Kiros#164;II. Kiros#194;II. Kiros#38;II. Kiros#5
Büyük Darius,https://tr.wikipedia.org/wiki/I._Darius,5,II. Kiros#137;II. Kiros#147;II. Kiros#222;II. Kiros#240;II. Kiros#31
I. Kambises,https://tr.wikipedia.org/wiki/I._Kambises,4,II. Kiros#34;II. Kiros#44;II. Kiros#50;II. KirosCard#11
Yeşaya,https://tr.wikipedia.org/wiki/Ye%C5%9Faya_Kitab%C4%B1,4,II. Kiros#11;II. Kiros#214;II. Kiros#215
Yahudilerin,https://tr.wikipedia.org/wiki/Yahudiler,4,II. Kiros#122;II. Kiros#201;II. Kiros#260;II. Kiros#9
Nabonidus,https://tr.wikipedia.org/wiki/Nabonidus,4,II. Kiros#111;II. Kiros#120;II. Kiros#197;II. KirosCard#2
Büyük İskender,https://tr.wikipedia.org/wiki/%C4%B0skender,4,II. Kiros#143;II. Kiros#152;II. Kiros#178;II. Kiros#185
satrabı,https://tr.wikipedia.org/wiki/Satrapl%C4%B1k,4,II. Kiros#235;II. Kiros#237;II. Kiros#75;II. Kiros#94
Nabonidus Kroniği,https://tr.wikipedia.org/wiki/Nabonidus_Kroni%C4%9Fi,4,II. Kiros#271;II. Kiros#48;II. Kiros#64;II. Kiros#79
Ezra,https://tr.wikipedia.org/wiki/Ezra_Kitab%C4%B1,4,II. Kiros#171;II. Kiros#172;II. Kiros#206;II. Kiros#213
Babil esaretine,https://tr.wikipedia.org/wiki/Babil_S%C3%BCrg%C3%BCn%C3%BC,3,II. Kiros#122;II. Kiros#260;II. Kiros#9
Lidya,https://tr.wikipedia.org/wiki/Lidya,3,II. Kiros#268;II. Kiros#4;II. Kiros#63
Tanah,https://tr.wikipedia.org/wiki/Tanah,3,II. Kiros#10;II. Kiros#214;II. Kiros#221
II. Kambises,https://tr.wikipedia.org/wiki/II._Kambises,3,II. Kiros#146;II. Kiros#46;II. Kiros#6
Massagetler,https://tr.wikipedia.org/wiki/Massagetler,3,II. Kiros#126;II. Kiros#127;II. Kiros#5
Farsça,https://tr.wikipedia.org/wiki/Fars%C3%A7a,3,II. Kiros#21;II. Kiros#255
Plütark,https://tr.wikipedia.org/wiki/Pl%C3%BCtark,3,II. Kiros#144;II. Kiros#169;II. Kiros#19
Med,https://tr.wikipedia.org/wiki/Medler,3,II. Kiros#1;II. Kiros#63;II. Kiros#73
Parsa'nın,https://tr.wikipedia.org/wiki/Persepolis,3,II. Kiros#157;II. Kiros#39;II. Kiros#5
Ahameniş İmparatorluğu,https://tr.wikipedia.org/wiki/Ahameni%C5%9F_%C4%B0mparatorlu%C4%9Fu,3,II. Kiros#1;II. Kiros#15;II. Kiros#269
Eski Farsça,https://tr.wikipedia.org/wiki/Eski_Fars%C3%A7a,3,II. Kiros#1;II. Kiros#18;II. Kiros#269
İran,https://tr.wikipedia.org/wiki/%C4%B0ran,3,II. Kiros#17;II. Kiros#21;II. Kiros#32
I. Kiros,https://tr.wikipedia.org/wiki/I._Kiros,3,II. Kiros#32;II. Kiros#41;II. Kiros#50
Astyages,https://tr.wikipedia.org/wiki/Astyages,3,II. Kiros#44;II. Kiros#63;II. Kiros#64
Marduk,https://tr.wikipedia.org/wiki/Marduk,3,II. Kiros#120;II. Kiros#196;II. Kiros#256
Muhammed Rızâ Pehlevî,https://tr.wikipedia.org/wiki/Muhammed_R%C4%B1z%C3%A2_Pehlev%C3%AE,3,II. Kiros#159;II. Kiros#162;II. Kiros#261
Persis,https://tr.wikipedia.org/wiki/Persis,3,II. Kiros#1;II. KirosCard#5;II. KirosCard#6
Kroisos,https://tr.wikipedia.org/wiki/Kroisos,3,II. Kiros#127;II. Kiros#268;II. Kiros#81
İncil'de,https://tr.wikipedia.org/wiki/Kit%C3%A2b-%C4%B1_Mukaddes,2,II. Kiros#201;II. Kiros#21
Vaat Edilmiş Topraklara,https://tr.wikipedia.org/wiki/%C4%B0srail_Diyar%C4%B1,2,II. Kiros#10;II. Kiros#203
Strabon,https://tr.wikipedia.org/wiki/Strabon,2,II. Kiros#143;II. Kiros#49
Baktriya,https://tr.wikipedia.org/wiki/Baktriya,2,II. Kiros#106;II. Kiros#71
Soğdya,https://tr.wikipedia.org/wiki/So%C4%9Fdya,2,II. Kiros#106;II. Kiros#72
Harpagos,https://tr.wikipedia.org/wiki/Harpagos,2,II. Kiros#56;II. Kiros#65
İyonya,https://tr.wikipedia.org/wiki/%C4%B0yonya,2,II. Kiros#82;II. Kiros#96
Saka,https://tr.wikipedia.org/wiki/Sakalar,2,II. Kiros#106;II. Kiros#71
Thymbra Muharebesi,https://tr.wikipedia.org/wiki/Thymbra_Muharebesi,2,II. Kiros#269;II. Kiros#87
