E,U,Frekans,Kaynak_IDler
Kahramanmaraş,https://tr.wikipedia.org/wiki/Kahramanmara%C5%9F,3,Afşin#1;Afşin#26;AfşinCard#2
Yedi Uyurlar,https://tr.wikipedia.org/wiki/Yedi_Uyurlar,2,Afşin#15;Afşin#5
Osmanlı Devleti,https://tr.wikipedia.org/wiki/Osmanl%C4%B1_%C4%B0mparatorlu%C4%9Fu,1,Afşin#1
ilçesidir,https://tr.wikipedia.org/wiki/%C4%B0l%C3%A7e,1,Afşin#1
TÜİK,https://tr.wikipedia.org/wiki/T%C3%BCrkiye_%C4%B0statistik_Kurumu,1,Afşin#2
Afşin-Elbistan Termik Santrali,https://tr.wikipedia.org/wiki/Af%C5%9Fin-Elbistan_B_Termik_Santrali,1,Afşin#2
Çoğulhan,"https://tr.wikipedia.org/wiki/%C3%87o%C4%9Fulhan,_Af%C5%9Fin",1,Afşin#2
Aşık Mahzuni Şerif,https://tr.wikipedia.org/wiki/Mahzuni_%C5%9Eerif,1,Afşin#6
Hayati Vasfi Taşyürek,https://tr.wikipedia.org/wiki/Hayati_Vasfi_Ta%C5%9Fy%C3%BCrek,1,Afşin#6
Arabissus,https://tr.wikipedia.org/wiki/Arabissus,1,Afşin#7
I. Justinianus,https://tr.wikipedia.org/wiki/I._Justinianus,1,Afşin#8
Ermenistan,https://tr.wikipedia.org/wiki/Ermenistan,1,Afşin#8
Maurikios,https://tr.wikipedia.org/wiki/Mauricius,1,Afşin#8
Dulkadiroğlu Beyliği,https://tr.wikipedia.org/wiki/Dulkadiro%C4%9Flu_Beyli%C4%9Fi,1,Afşin#11
Efes,https://tr.wikipedia.org/wiki/Efes,1,Afşin#15
Malazgirt Savaşı,https://tr.wikipedia.org/wiki/Malazgirt_Sava%C5%9F%C4%B1,1,Afşin#16
Afşin Bey,https://tr.wikipedia.org/wiki/Af%C5%9Fin_Bey,1,Afşin#16
Sevan Nişanyan,https://tr.wikipedia.org/wiki/Sevan_Ni%C5%9Fanyan,1,Afşin#20
Elbistan,https://tr.wikipedia.org/wiki/Elbistan,1,Afşin#26
Göksun,https://tr.wikipedia.org/wiki/G%C3%B6ksun,1,Afşin#26
höyüklerden,https://tr.wikipedia.org/wiki/H%C3%B6y%C3%BCk,1,Afşin#29
Danişmendliler,https://tr.wikipedia.org/wiki/Dani%C5%9Fmendliler_Beyli%C4%9Fi,1,Afşin#30
Ashab-ı Kehf,https://tr.wikipedia.org/wiki/Ashab-%C4%B1_Kehf,1,Afşin#34
MTA,https://tr.wikipedia.org/wiki/MTA,1,Afşin#38
Türkiye,https://tr.wikipedia.org/wiki/T%C3%BCrkiye,1,AfşinCard#1
AK Parti,https://tr.wikipedia.org/wiki/Adalet_ve_Kalk%C4%B1nma_Partisi,1,AfşinCard#5
UTC+03.00,https://tr.wikipedia.org/wiki/UTC%2B03.00,1,AfşinCard#10
TSİ,https://tr.wikipedia.org/wiki/T%C3%BCrkiye_Saati,1,AfşinCard#10
