E,U,Frekans,Kaynak_IDler
Takım sporu=takım sporudur,https://tr.wikipedia.org/wiki/Tak%C4%B1m_sporu,1,Hentbol#1
futbol,https://tr.wikipedia.org/wiki/Futbol,1,Hentbol#3
çim,https://tr.wikipedia.org/wiki/%C3%87im,1,Hentbol#3
Saha hentbolu,https://tr.wikipedia.org/w/index.php?title=Saha_hentbolu&action=edit&redlink=1,1,Hentbol#3
plaj hentbolu,https://tr.wikipedia.org/wiki/Plaj_hentbolu,1,Hentbol#3
tekerlekli sandalye hentbolu,https://tr.wikipedia.org/w/index.php?title=Tekerlekli_sandalye_hentbolu&action=edit&redlink=1,1,Hentbol#3
Avrupa,https://tr.wikipedia.org/wiki/Avrupa,1,Hentbol#37
ASOBAL Liga,https://tr.wikipedia.org/w/index.php?title=ASOBAL_Liga&action=edit&redlink=1,1,Hentbol#38
Handball Bundesliga,https://tr.wikipedia.org/wiki/Handball_Bundesliga,1,Hentbol#38
Handbol ElitSerien,https://tr.wikipedia.org/w/index.php?title=Handbol_ElitSerien&action=edit&redlink=1,1,Hentbol#38
TDC Ligaen,https://tr.wikipedia.org/w/index.php?title=TDC_Ligaen&action=edit&redlink=1,1,Hentbol#38
IHF,https://tr.wikipedia.org/wiki/Uluslararas%C4%B1_Hentbol_Federasyonu,1,HentbolCard#1
İskandinavya,https://tr.wikipedia.org/wiki/%C4%B0skandinavya,1,HentbolCard#2
Takım sporu=takım sporudur,https://tr.wikipedia.org/wiki/Tak%C4%B1m_sporu,1,HentbolCard#5
1936,https://tr.wikipedia.org/wiki/1936_Yaz_Olimpiyatlar%C4%B1,1,HentbolCard#7
1952,https://tr.wikipedia.org/wiki/1952_Yaz_Olimpiyatlar%C4%B1,1,HentbolCard#7
1972,https://tr.wikipedia.org/wiki/1972_Yaz_Olimpiyatlar%C4%B1,1,HentbolCard#7
