E,U,Frekans,Kaynak_IDler
İstanbul,https://tr.wikipedia.org/wiki/%C4%B0stanbul,12,Mustafa Kemal Atatürk#2=Mustafa Kemal Atatürk#254=Mustafa Kemal Atatürk#281=Mustafa Kemal Atatürk#282=Mustafa Kemal Atatürk#341=Mustafa Kemal Atatürk#516=Mustafa Kemal Atatürk#519=Mustafa Kemal Atatürk#563=Mustafa Kemal Atatürk#865=Mustafa Kemal AtatürkCard#8
İtilaf Devletleri,https://tr.wikipedia.org/wiki/%C4%B0tilaf_Devletleri,8,Mustafa Kemal Atatürk#205=Mustafa Kemal Atatürk#467=Mustafa Kemal Atatürk#476=Mustafa Kemal Atatürk#516=Mustafa Kemal Atatürk#525=Mustafa Kemal Atatürk#692=Mustafa Kemal Atatürk#7=Mustafa Kemal Atatürk#856
İsmet=İsmet (İnönü)=İsmet Paşa=İsmet İnönü,https://tr.wikipedia.org/wiki/%C4%B0smet_%C4%B0n%C3%B6n%C3%BC,7,Mustafa Kemal Atatürk#527=Mustafa Kemal Atatürk#582=Mustafa Kemal Atatürk#583=Mustafa Kemal Atatürk#733=Mustafa Kemal Atatürk#841=Mustafa Kemal AtatürkCard#1=Mustafa Kemal AtatürkCard#3
Türkiye=Türkiye Cumhuriyeti=cumhuriyet,https://tr.wikipedia.org/wiki/T%C3%BCrkiye,7,Mustafa Kemal Atatürk#538=Mustafa Kemal Atatürk#560=Mustafa Kemal Atatürk#579=Mustafa Kemal Atatürk#656=Mustafa Kemal Atatürk#795=Mustafa Kemal Atatürk#825=Mustafa Kemal AtatürkCard#8
Dünya Savaşı=I. Dünya Savaşı,https://tr.wikipedia.org/wiki/I._D%C3%BCnya_Sava%C5%9F%C4%B1,6,Mustafa Kemal Atatürk#193=Mustafa Kemal Atatürk#198=Mustafa Kemal Atatürk#418=Mustafa Kemal Atatürk#5=Mustafa Kemal Atatürk#670=Mustafa Kemal Atatürk#850
Ankara,https://tr.wikipedia.org/wiki/Ankara,6,Mustafa Kemal Atatürk#389=Mustafa Kemal Atatürk#491=Mustafa Kemal Atatürk#561=Mustafa Kemal Atatürk#691=Mustafa Kemal AtatürkCard#10
Milletler Cemiyeti,https://tr.wikipedia.org/wiki/Milletler_Cemiyeti,6,Mustafa Kemal Atatürk#372=Mustafa Kemal Atatürk#658=Mustafa Kemal Atatürk#673=Mustafa Kemal Atatürk#686=Mustafa Kemal Atatürk#697=Mustafa Kemal Atatürk#711
Lozan Antlaşması=Lozan Barış Antlaşması,https://tr.wikipedia.org/wiki/Lozan_Antla%C5%9Fmas%C4%B1,6,Mustafa Kemal Atatürk#528=Mustafa Kemal Atatürk#537=Mustafa Kemal Atatürk#663=Mustafa Kemal Atatürk#668=Mustafa Kemal Atatürk#676=Mustafa Kemal Atatürk#707
Selanik,https://tr.wikipedia.org/wiki/Selanik,5,Mustafa Kemal Atatürk#2=Mustafa Kemal Atatürk#48=Mustafa Kemal Atatürk#51=Mustafa Kemal Atatürk#52=Mustafa Kemal AtatürkCard#7
Erzurum,https://tr.wikipedia.org/wiki/Erzurum,5,Mustafa Kemal Atatürk#236=Mustafa Kemal Atatürk#339=Mustafa Kemal Atatürk#346=Mustafa Kemal Atatürk#355=Mustafa Kemal Atatürk#797
VI. Mehmed=Vahdettin=Vahdettin Efendi,https://tr.wikipedia.org/wiki/VI._Mehmed,5,Mustafa Kemal Atatürk#266=Mustafa Kemal Atatürk#271=Mustafa Kemal Atatürk#313=Mustafa Kemal Atatürk#318=Mustafa Kemal Atatürk#788
Sevr Antlaşması,https://tr.wikipedia.org/wiki/Sevr_Antla%C5%9Fmas%C4%B1,5,Mustafa Kemal Atatürk#439=Mustafa Kemal Atatürk#467=Mustafa Kemal Atatürk#477=Mustafa Kemal Atatürk#538=Mustafa Kemal Atatürk#852
16. Kolordu U:(https://tr.wikipedia.org/wiki/16._Kolordu_(Osmanl%C4%B1_%C4%B0mparatorlu%C4%9Fu))___ komutanlığına atandı. ___E:Edirne=Edirne,https://tr.wikipedia.org/wiki/Edirne,4,Mustafa Kemal Atatürk#148=Mustafa Kemal Atatürk#234=Mustafa Kemal Atatürk#726=Mustafa Kemal Atatürk#91
Dolmabahçe Sarayı,https://tr.wikipedia.org/wiki/Dolmabah%C3%A7e_Saray%C4%B1,4,Mustafa Kemal Atatürk#172=Mustafa Kemal Atatürk#36=Mustafa Kemal Atatürk#731=Mustafa Kemal AtatürkCard#8
Zübeyde Hanım,https://tr.wikipedia.org/wiki/Z%C3%BCbeyde_Han%C4%B1m,4,Mustafa Kemal Atatürk#286=Mustafa Kemal Atatürk#52=Mustafa Kemal Atatürk#736=Mustafa Kemal Atatürk#802
Diyarbakır,https://tr.wikipedia.org/wiki/Diyarbak%C4%B1r,4,Mustafa Kemal Atatürk#237=Mustafa Kemal Atatürk#238=Mustafa Kemal Atatürk#246=Mustafa Kemal Atatürk#261
Ali Kemal,https://tr.wikipedia.org/wiki/Ali_Kemal,4,Mustafa Kemal Atatürk#337=Mustafa Kemal Atatürk#342=Mustafa Kemal Atatürk#347=Mustafa Kemal Atatürk#856
Büyük Millet Meclisi=TBMM=Türkiye Büyük Millet Meclisi=Türkiye Büyük Millet Meclisini,https://tr.wikipedia.org/wiki/T%C3%BCrkiye_B%C3%BCy%C3%BCk_Millet_Meclisi,4,Mustafa Kemal Atatürk#417=Mustafa Kemal Atatürk#585=Mustafa Kemal Atatürk#614=Mustafa Kemal Atatürk#641
Mirliva,https://tr.wikipedia.org/wiki/Mirliva,3,Mustafa Kemal Atatürk#238=Mustafa Kemal Atatürk#91=Mustafa Kemal AtatürkCard#24
Yakub Cemil,https://tr.wikipedia.org/wiki/Yakub_Cemil,3,Mustafa Kemal Atatürk#108=Mustafa Kemal Atatürk#246=Mustafa Kemal Atatürk#252
Rauf=Rauf Bey,https://tr.wikipedia.org/wiki/Rauf_Orbay,3,Mustafa Kemal Atatürk#296=Mustafa Kemal Atatürk#338=Mustafa Kemal Atatürk#365
