E,U,Frekans,Kaynak_IDler
Beypazarı,https://tr.wikipedia.org/wiki/Beypazar%C4%B1,7,Mansur Yavaş#1=Mansur Yavaş#2=Mansur Yavaş#29=Mansur Yavaş#6=Mansur Yavaş#7=Mansur YavaşCard#3
CHP=Cumhuriyet Halk Partisi,https://tr.wikipedia.org/wiki/Cumhuriyet_Halk_Partisi,6,Mansur Yavaş#13=Mansur Yavaş#14=Mansur Yavaş#18=Mansur Yavaş#19=Mansur Yavaş#27
MHP=Milliyetçi Hareket Partisi,https://tr.wikipedia.org/wiki/Milliyet%C3%A7i_Hareket_Partisi,4,Mansur Yavaş#10=Mansur Yavaş#12=Mansur Yavaş#13
CHP=Cumhuriyet Halk Partisi,https://tr.wikipedia.org/wiki/Cumhuriyet_Halk_Partisi,4,Mansur Yavaş#20=Mansur Yavaş#3=Mansur Yavaş#5=Mansur YavaşCard#4
2014 yerel seçimlerinde,https://tr.wikipedia.org/wiki/Ankara%27da_2014_T%C3%BCrkiye_yerel_se%C3%A7imleri,3,Mansur Yavaş#13=Mansur Yavaş#14=Mansur Yavaş#3
Ekrem İmamoğlu,https://tr.wikipedia.org/wiki/Ekrem_%C4%B0mamo%C4%9Flu,3,Mansur Yavaş#21=Mansur Yavaş#25=Mansur Yavaş#4
Ankara,https://tr.wikipedia.org/wiki/Ankara,3,Mansur Yavaş#1=Mansur Yavaş#6=Mansur YavaşCard#3
Milliyetçi Çalışma Partisi=MÇP,https://tr.wikipedia.org/wiki/Milliyet%C3%A7i_%C3%87al%C4%B1%C5%9Fma_Partisi,2,Mansur Yavaş#2=Mansur YavaşCard#5
2009 yerel seçimlerinde,https://tr.wikipedia.org/wiki/Ankara%27da_2009_T%C3%BCrkiye_yerel_se%C3%A7imleri,2,Mansur Yavaş#12=Mansur Yavaş#3
1999 yerel seçimlerinde,https://tr.wikipedia.org/wiki/Ankara%27da_1999_T%C3%BCrkiye_yerel_se%C3%A7imleri,2,Mansur Yavaş#11=Mansur Yavaş#3
2019 yerel seçimlerinde=yerel seçimlerde,https://tr.wikipedia.org/wiki/Ankara%27da_2019_T%C3%BCrkiye_yerel_se%C3%A7imleri,2,Mansur Yavaş#19=Mansur Yavaş#3
1994 yerel seçimlerinde,https://tr.wikipedia.org/wiki/Ankara%27da_1994_T%C3%BCrkiye_yerel_se%C3%A7imleri,2,Mansur Yavaş#10=Mansur Yavaş#3
Millet İttifakı,https://tr.wikipedia.org/wiki/Millet_%C4%B0ttifak%C4%B1,2,Mansur Yavaş#19=Mansur Yavaş#3
MHP=Milliyetçi Hareket Partisi,https://tr.wikipedia.org/wiki/Milliyet%C3%A7i_Hareket_Partisi,2,Mansur Yavaş#3=Mansur YavaşCard#5
Ülkü Ocakları,https://tr.wikipedia.org/wiki/%C3%9Clk%C3%BC_Ocaklar%C4%B1,2,Mansur Yavaş#10=Mansur Yavaş#2
İstanbul Üniversitesi Hukuk Fakültesi=İstanbul Üniversitesi Hukuk Fakültesinde,https://tr.wikipedia.org/wiki/%C4%B0stanbul_%C3%9Cniversitesi_Hukuk_Fak%C3%BCltesi,2,Mansur Yavaş#2=Mansur YavaşCard#8
Milliyetçi Çalışma Partisi=MÇP,https://tr.wikipedia.org/wiki/Milliyet%C3%A7i_%C3%87al%C4%B1%C5%9Fma_Partisi,2,Mansur Yavaş#10
Kemal Kılıçdaroğlu,https://tr.wikipedia.org/wiki/Kemal_K%C4%B1l%C4%B1%C3%A7daro%C4%9Flu,2,Mansur Yavaş#13=Mansur Yavaş#20
Türkiye cumhurbaşkanı yardımcısı,https://tr.wikipedia.org/wiki/T%C3%BCrkiye_cumhurba%C5%9Fkan%C4%B1_yard%C4%B1mc%C4%B1s%C4%B1,2,Mansur Yavaş#21=Mansur Yavaş#4
Tarihi Kentler Birliği,https://tr.wikipedia.org/wiki/Tarihi_Kentler_Birli%C4%9Fi,1,Mansur Yavaş#1
Melih Gökçek=İbrahim Melih Gökçek,https://tr.wikipedia.org/wiki/Melih_G%C3%B6k%C3%A7ek,1,Mansur Yavaş#3
Türk,https://tr.wikipedia.org/wiki/T%C3%BCrkler,1,Mansur Yavaş#1
