E,U,Frekans,Kaynak_IDler
bina,https://tr.wikipedia.org/wiki/Bina,2,İnşaat#1=İnşaat#68
mimar,https://tr.wikipedia.org/wiki/Mimar,2,İnşaat#11=İnşaat#70
peyzaj mimarlığı,https://tr.wikipedia.org/wiki/Peyzaj_mimarl%C4%B1%C4%9F%C4%B1,2,İnşaat#73
Sanayi,https://tr.wikipedia.org/wiki/Sanayi,1,İnşaat#2
yapı malzemelerinin,https://tr.wikipedia.org/wiki/Yap%C4%B1_malzemeleri,1,İnşaat#8
Bronz çağında,https://tr.wikipedia.org/wiki/Tun%C3%A7_%C3%87a%C4%9F%C4%B1,1,İnşaat#14
köleler,https://tr.wikipedia.org/wiki/K%C3%B6lelik,1,İnşaat#15
Orta Çağ'da,https://tr.wikipedia.org/wiki/Orta_%C3%87a%C4%9F,1,İnşaat#15
19. yüzyılda,https://tr.wikipedia.org/wiki/19._y%C3%BCzy%C4%B1l,1,İnşaat#15
vinçler,https://tr.wikipedia.org/wiki/Vin%C3%A7,1,İnşaat#15
ekskavatörler,https://tr.wikipedia.org/wiki/Ekskavat%C3%B6r,1,İnşaat#15
altyapı,https://tr.wikipedia.org/wiki/Altyap%C4%B1,1,İnşaat#1
buldozerler,https://tr.wikipedia.org/wiki/Buldozer,1,İnşaat#15
dizel,https://tr.wikipedia.org/wiki/Dizel_motor,1,İnşaat#15
Avrupa Birliği,https://tr.wikipedia.org/wiki/Avrupa_Birli%C4%9Fi,1,İnşaat#18
Amerika Birleşik Devletleri,https://tr.wikipedia.org/wiki/Amerika_Birle%C5%9Fik_Devletleri,1,İnşaat#18
Mimarlık=mimarlık,https://tr.wikipedia.org/wiki/Mimarl%C4%B1k,1,İnşaat#35
yapı,https://tr.wikipedia.org/wiki/Yap%C4%B1,1,İnşaat#68
aynı anda,https://tr.wikipedia.org/w/index.php?title=G%C3%B6rev_payla%C5%9F%C4%B1m%C4%B1&action=edit&redlink=1,1,İnşaat#69
mühendislik,https://tr.wikipedia.org/wiki/M%C3%BChendislik,1,İnşaat#35
inşaat mühendisi,https://tr.wikipedia.org/wiki/%C4%B0n%C5%9Faat_m%C3%BChendisi,1,İnşaat#70
peyzaj mimarı,https://tr.wikipedia.org/wiki/Peyzaj_mimar%C4%B1,1,İnşaat#70
iç mimar,https://tr.wikipedia.org/wiki/%C4%B0%C3%A7_mimar,1,İnşaat#70
proje yöneticisi,https://tr.wikipedia.org/wiki/Proje_y%C3%B6neticisi,1,İnşaat#70
Mimarlık=mimarlık,https://tr.wikipedia.org/wiki/Mimarl%C4%B1k,1,İnşaat#73
inşaat mühendisliği,https://tr.wikipedia.org/wiki/%C4%B0n%C5%9Faat_m%C3%BChendisli%C4%9Fi,1,İnşaat#73
iç mimarlık,https://tr.wikipedia.org/wiki/%C4%B0%C3%A7_mimarl%C4%B1k,1,İnşaat#73
adezyon,https://tr.wikipedia.org/wiki/Adezyon,1,İnşaat#79
