E,U,Frekans,Kaynak_IDler
Bill Clay,https://en.wikipedia.org/wiki/Bill_Clay,3,Congressional Black Caucus - Wikipedia#3;Congressional Black Caucus - Wikipedia#57;Congressional Black Caucus - Wikipedia#9
Louis Stokes,https://en.wikipedia.org/wiki/Louis_Stokes,3,Congressional Black Caucus - Wikipedia#15;Congressional Black Caucus - Wikipedia#3;Congressional Black Caucus - Wikipedia#9
Charles Diggs,https://en.wikipedia.org/wiki/Charles_Diggs,2,Congressional Black Caucus - Wikipedia#3;Congressional Black Caucus - Wikipedia#9
Shirley Chisholm,https://en.wikipedia.org/wiki/Shirley_Chisholm,2,Congressional Black Caucus - Wikipedia#3;Congressional Black Caucus - Wikipedia#9
Yvette Clarke,https://en.wikipedia.org/wiki/Yvette_Clarke,2,Congressional Black Caucus - Wikipedia#2;Congressional Black Caucus - WikipediaCard#1
House,https://en.wikipedia.org/wiki/United_States_House_of_Representatives,2,Congressional Black Caucus - Wikipedia#24;Congressional Black Caucus - Wikipedia#3
Charles Rangel,https://en.wikipedia.org/wiki/Charles_Rangel,2,Congressional Black Caucus - Wikipedia#8;Congressional Black Caucus - Wikipedia#9
"Allen West U:(https://en.wikipedia.org/wiki/Allen_West_(politician))___ of Florida (2011–2013), and Representative ___E:Mia Love",https://en.wikipedia.org/wiki/Mia_Love,2,Congressional Black Caucus - Wikipedia#46;Congressional Black Caucus - Wikipedia#51
Gary Franks,https://en.wikipedia.org/wiki/Gary_Franks,2,Congressional Black Caucus - Wikipedia#46;Congressional Black Caucus - Wikipedia#48
"Allen West U:(https://en.wikipedia.org/wiki/Allen_West_(politician))___ joined the caucus in 2011, though fellow freshman congressman ___E:Tim Scott",https://en.wikipedia.org/wiki/Tim_Scott,2,Congressional Black Caucus - Wikipedia#44;Congressional Black Caucus - Wikipedia#49
Congressional Hispanic Caucus,https://en.wikipedia.org/wiki/Congressional_Hispanic_Caucus,2,Congressional Black Caucus - Wikipedia#63;Congressional Black Caucus - Wikipedia#64
Delegate U:(https://en.wikipedia.org/wiki/Delegate_(United_States_Congress))___ ___E:Melvin H. Evans,https://en.wikipedia.org/wiki/Melvin_H._Evans,2,Congressional Black Caucus - Wikipedia#46;Congressional Black Caucus - Wikipedia#48
"New York U:(https://en.wikipedia.org/wiki/New_York_(state))___ , the current chairperson, succeeded ___E:Steven Horsford",https://en.wikipedia.org/wiki/Steven_Horsford,1,Congressional Black Caucus - Wikipedia#2
Nevada,https://en.wikipedia.org/wiki/Nevada,1,Congressional Black Caucus - Wikipedia#2
John Conyers,https://en.wikipedia.org/wiki/John_Conyers,1,Congressional Black Caucus - Wikipedia#9
Ron Dellums,https://en.wikipedia.org/wiki/Ron_Dellums,1,Congressional Black Caucus - Wikipedia#9
Augustus Hawkins,https://en.wikipedia.org/wiki/Augustus_Hawkins,1,Congressional Black Caucus - Wikipedia#9
