E,U,Frekans,Kaynak_IDler
28 U.S.C.,https://en.wikipedia.org/wiki/Title_28_of_the_United_States_Code,2,Hate crime laws in the United States - Wikipedia#36;Hate crime laws in the United States - Wikipedia#8
"Georgia U:(https://en.wikipedia.org/wiki/Georgia_(U.S._state))___ , whose hate crime statute was struck down by the Georgia Supreme Court in 2004,  passed a new hate crime law in June 2020.  Each of these statutes covers bias on the basis of race, religion, and ethnicity; 34 cover ___E:disability",https://en.wikipedia.org/wiki/Disability_hate_crime,2,Hate crime laws in the United States - Wikipedia#20;Hate crime laws in the United States - Wikipedia#38
hate crimes,https://en.wikipedia.org/wiki/Hate_crime,1,Hate crime laws in the United States - Wikipedia#1
disability,https://en.wikipedia.org/wiki/Disability,1,Hate crime laws in the United States - Wikipedia#2
nationality,https://en.wikipedia.org/wiki/Nationality,1,Hate crime laws in the United States - Wikipedia#2
"race U:(https://en.wikipedia.org/wiki/Race_(classification_of_human_beings))___ , ___E:religion",https://en.wikipedia.org/wiki/Religion,1,Hate crime laws in the United States - Wikipedia#2
ethnicity,https://en.wikipedia.org/wiki/Ethnicity,1,Hate crime laws in the United States - Wikipedia#2
sexual orientation,https://en.wikipedia.org/wiki/Sexual_orientation,1,Hate crime laws in the United States - Wikipedia#2
gender,https://en.wikipedia.org/wiki/Gender,1,Hate crime laws in the United States - Wikipedia#2
Federal Bureau of Investigation,https://en.wikipedia.org/wiki/Federal_Bureau_of_Investigation,1,Hate crime laws in the United States - Wikipedia#3
gender identity,https://en.wikipedia.org/wiki/Gender_identity,1,Hate crime laws in the United States - Wikipedia#2
18 U.S.C.,https://en.wikipedia.org/wiki/Title_18_of_the_United_States_Code,1,Hate crime laws in the United States - Wikipedia#4
death penalty,https://en.wikipedia.org/wiki/Death_penalty,1,Hate crime laws in the United States - Wikipedia#5
Violence Against Women Act,https://en.wikipedia.org/wiki/Violence_Against_Women_Act,1,Hate crime laws in the United States - Wikipedia#7
U.S. Department of Justice,https://en.wikipedia.org/wiki/U.S._Department_of_Justice,1,Hate crime laws in the United States - Wikipedia#3
42 U.S.C.,https://en.wikipedia.org/wiki/Title_42_of_the_United_States_Code,1,Hate crime laws in the United States - Wikipedia#7
Violent Crime Control and Law Enforcement Act,https://en.wikipedia.org/wiki/Violent_Crime_Control_and_Law_Enforcement_Act,1,Hate crime laws in the United States - Wikipedia#8
United States Sentencing Commission,https://en.wikipedia.org/wiki/United_States_Sentencing_Commission,1,Hate crime laws in the United States - Wikipedia#8
Federal Sentencing Guidelines,https://en.wikipedia.org/wiki/United_States_Federal_Sentencing_Guidelines,1,Hate crime laws in the United States - Wikipedia#9
