E,U,Frekans,Kaynak_IDler
Romeika,https://tr.wikipedia.org/wiki/Pontus_Rumcas%C4%B1,3,"Trabzon#1: Trabzon ( : Τραπεζούντα , Trapezounta), 'nin ilinin merkezi olan şehirdir. 'nin 'nde yer alan ilin 'e kıyısı bulunur. | Trabzon#55: 1949 yılında 5442 sayılı İl İdaresi Kanunu uygulamasıyla 'da bulunan 78 bin civarındaki yerleşim adından 28 bin kadarının adı Türkçe olmadığı gerekçesiyle değiştirilmiş olup büyük bölümü olan Trabzon köy adları da değiştirilerek yerlerine isimler konulmuştur. | Trabzon#70: Trabzon'da ayrıca sayısı tam bilinmemekle beraber 5.000 civarında olduğu tahmin edilen konuşucu tarafından da (Antik Roma Dili/Rumca) konuşulmaktadır."
Romeika,https://tr.wikipedia.org/wiki/Pontus_Rumcas%C4%B1,3,"Trabzon#1: Trabzon ( : Τραπεζούντα , Trapezounta), 'nin ilinin merkezi olan şehirdir. 'nin 'nde yer alan ilin 'e kıyısı bulunur. | Trabzon#55: 1949 yılında 5442 sayılı İl İdaresi Kanunu uygulamasıyla 'da bulunan 78 bin civarındaki yerleşim adından 28 bin kadarının adı Türkçe olmadığı gerekçesiyle değiştirilmiş olup büyük bölümü olan Trabzon köy adları da değiştirilerek yerlerine isimler konulmuştur. | Trabzon#70: Trabzon'da ayrıca sayısı tam bilinmemekle beraber 5.000 civarında olduğu tahmin edilen konuşucu tarafından da (Antik Roma Dili/Rumca) konuşulmaktadır."
Çepniler,https://tr.wikipedia.org/wiki/%C3%87epniler,3,"Trabzon#26: Osmanlı yönetimine geçmesiyle şehirde yaşayanların bir kısmı İstanbul, Edirne ve diğer şehirlere gönderilirken, Trabzon'a da ve diğer Türkmen toplulukları yerleştirilmiştir. | Trabzon#59: Trabzon'da çeşitli yaşamaktadır. Şalpazarı ve Beşikdüzü başta olmak üzere Düzköy, Vakfıkebir, Akçaabat, Çarşıbaşı, Of, Sürmene ve Araklı'nın bazı köylerinde yaşamakta olup, Şalpazarı'nda gelenekleri hala devam etmektedir. | Trabzon#67: , yöreye 13.-14. yüzyıllar arasında yerleştiler. masallarında bahsi geçen folklorik birikime ve Trabzon'un diğer yörelerinden kolayca ayrılabilen diyalektine rastlanır."
Çepniler,https://tr.wikipedia.org/wiki/%C3%87epniler,3,"Trabzon#26: Osmanlı yönetimine geçmesiyle şehirde yaşayanların bir kısmı İstanbul, Edirne ve diğer şehirlere gönderilirken, Trabzon'a da ve diğer Türkmen toplulukları yerleştirilmiştir. | Trabzon#59: Trabzon'da çeşitli yaşamaktadır. Şalpazarı ve Beşikdüzü başta olmak üzere Düzköy, Vakfıkebir, Akçaabat, Çarşıbaşı, Of, Sürmene ve Araklı'nın bazı köylerinde yaşamakta olup, Şalpazarı'nda gelenekleri hala devam etmektedir. | Trabzon#67: , yöreye 13.-14. yüzyıllar arasında yerleştiler. masallarında bahsi geçen folklorik birikime ve Trabzon'un diğer yörelerinden kolayca ayrılabilen diyalektine rastlanır."
Ofspor,https://tr.wikipedia.org/wiki/Ofspor,2,"Trabzon#98: Trabzon'un 3. Lig takımlarından 2. Lige çıkarken, 1461 Trabzon küme düşmüştür. ve ligde kalmıştır. 3 takımı 'da yer almıştır. | Trabzon#101: 2018-2019 'nda ve 1461 Trabzon FK katıldıkları 2.turda elenmişlerdir."
Komninos Hanedanı,https://tr.wikipedia.org/wiki/Komninos_Hanedan%C4%B1,2,"Trabzon#18: Daha sonra yeni kurulan Bölgesinin ana kenti oldu. İstanbul'un tarafından işgali sırasında tarafından 1204 yılında kurulan 'nun başkenti oldu. | Trabzon#19: 'dan Latin işgali nedeniyle Trabzon'a gelerek teyzesi Gürcü Kraliçesi 'ın desteğiyle kendini Roma İmparatoru ilan etmişse de Batı özellikle , Trabzon İmparatorunu küçümseyerek ""Laz hükümdarı"" olarak tanımlamıştır."
Komninos Hanedanı,https://tr.wikipedia.org/wiki/Komninos_Hanedan%C4%B1,2,"Trabzon#18: Daha sonra yeni kurulan Bölgesinin ana kenti oldu. İstanbul'un tarafından işgali sırasında tarafından 1204 yılında kurulan 'nun başkenti oldu. | Trabzon#19: 'dan Latin işgali nedeniyle Trabzon'a gelerek teyzesi Gürcü Kraliçesi 'ın desteğiyle kendini Roma İmparatoru ilan etmişse de Batı özellikle , Trabzon İmparatorunu küçümseyerek ""Laz hükümdarı"" olarak tanımlamıştır."
Hadrianus,https://tr.wikipedia.org/wiki/Hadrianus,2,"Trabzon#16: Roma İmparatoru döneminde restore edilen kent, döneminde eyaletinin başkenti olmuş ve kente yeni bir liman inşa edilmiştir. döneminde bir kabilesi olan tarafından yağmalanmış, döneminde tekrar onarılsa da şehir eski görkemli günlerine dönememiştir. | Trabzon#111: Ulaşımda nakit para ve ""Trabzon Kart"" isimli akıllı kartla ödeme sistemi kullanılmaktadır. 'dan itibaren Trabzon kenti, özellikle Roma İmparatoru 'un yaptırdığı limandan sonra denizcilik açısından önemli bir merkez olmuş, cumhuriyet döneminde de yakın zamana dek denizyolları ulaşım ve ticarette önemini korumuştur. ve yapımı tamamlanmak üzere olan otoban yolunun hizmete açılması ile ile arasında yolculuğun kalitesi artarak ağırlık karayollarına geçmiştir."
Pontus Rumcası,https://tr.wikipedia.org/wiki/Pontus_Rumcas%C4%B1,2,"Trabzon#6: Şehir tarih boyunca : طربزون, : Τραπεζοῦς, : Trapezus, : Տրապիզոնի, : Trabisonda, : Τραπεζούντα Trapezounta ve Lazca: T'rapuzani ya da T'amtra olarak adlandırılmıştır. | Trabzon#66: Ufak bir kısmı ise konuşmaktadır."
Pontus Rumcası,https://tr.wikipedia.org/wiki/Pontus_Rumcas%C4%B1,2,"Trabzon#6: Şehir tarih boyunca : طربزون, : Τραπεζοῦς, : Trapezus, : Տրապիզոնի, : Trabisonda, : Τραπεζούντα Trapezounta ve Lazca: T'rapuzani ya da T'amtra olarak adlandırılmıştır. | Trabzon#66: Ufak bir kısmı ise konuşmaktadır."
