E,U,Frekans,Kaynak_IDler
"Bakırköy, İstanbul","https://tr.wikipedia.org/wiki/Bak%C4%B1rk%C3%B6y,_%C4%B0stanbul",2,"Bakırköy Anadolu Lisesi#1: Bakırköy Anadolu Lisesi ya da eski adıyla Bakırköy Lisesi , 'da yer alan; İstanbul'un sur dışı ilk ortaöğretim kurumu olma özelliğini taşıyan bir lisedir. 1959 senesinde resmi olarak kurulmasına karşın kendisine özel binaya 1961-1962 senelerinde geçilmiştir."
"Bakırköy, İstanbul","https://tr.wikipedia.org/wiki/Bak%C4%B1rk%C3%B6y,_%C4%B0stanbul",2,"Bakırköy Anadolu Lisesi#1: Bakırköy Anadolu Lisesi ya da eski adıyla Bakırköy Lisesi , 'da yer alan; İstanbul'un sur dışı ilk ortaöğretim kurumu olma özelliğini taşıyan bir lisedir. 1959 senesinde resmi olarak kurulmasına karşın kendisine özel binaya 1961-1962 senelerinde geçilmiştir."
Yavuz Evler İlkokulu,https://tr.wikipedia.org/w/index.php?title=Yavuz_Evler_%C4%B0lkokulu&action=edit&redlink=1,1,"Bakırköy Anadolu Lisesi#4: Fakat eğitimin yapılacağı okul binasını bulmak konusunda sorun yaşanmıştır. 23 Kasım 1959'de 'nun bir parçası olarak öğretim yaşamına başlayan Bakırköy Lisesi, ikinci senesinde 'nda üçlü eğitim yapmak zorunda kalmıştır."
Yavuz Evler İlkokulu,https://tr.wikipedia.org/w/index.php?title=Yavuz_Evler_%C4%B0lkokulu&action=edit&redlink=1,1,"Bakırköy Anadolu Lisesi#4: Fakat eğitimin yapılacağı okul binasını bulmak konusunda sorun yaşanmıştır. 23 Kasım 1959'de 'nun bir parçası olarak öğretim yaşamına başlayan Bakırköy Lisesi, ikinci senesinde 'nda üçlü eğitim yapmak zorunda kalmıştır."
Kartaltepe İlkokulu,https://tr.wikipedia.org/w/index.php?title=Kartaltepe_%C4%B0lkokulu&action=edit&redlink=1,1,"Bakırköy Anadolu Lisesi#4: Fakat eğitimin yapılacağı okul binasını bulmak konusunda sorun yaşanmıştır. 23 Kasım 1959'de 'nun bir parçası olarak öğretim yaşamına başlayan Bakırköy Lisesi, ikinci senesinde 'nda üçlü eğitim yapmak zorunda kalmıştır."
Kartaltepe İlkokulu,https://tr.wikipedia.org/w/index.php?title=Kartaltepe_%C4%B0lkokulu&action=edit&redlink=1,1,"Bakırköy Anadolu Lisesi#4: Fakat eğitimin yapılacağı okul binasını bulmak konusunda sorun yaşanmıştır. 23 Kasım 1959'de 'nun bir parçası olarak öğretim yaşamına başlayan Bakırköy Lisesi, ikinci senesinde 'nda üçlü eğitim yapmak zorunda kalmıştır."
Marmara Depremi,https://tr.wikipedia.org/wiki/Marmara_Depremi,1,Bakırköy Anadolu Lisesi#7: 17 Ağustos 1999 ile büyük derecede hasar gören bina yıkıldığı için 1999-2000 öğretim dönemi 'nde yürütülmüştür.
Marmara Depremi,https://tr.wikipedia.org/wiki/Marmara_Depremi,1,Bakırköy Anadolu Lisesi#7: 17 Ağustos 1999 ile büyük derecede hasar gören bina yıkıldığı için 1999-2000 öğretim dönemi 'nde yürütülmüştür.
Bakırköy Gürlek Nakioğlu Lisesi,https://tr.wikipedia.org/w/index.php?title=Bak%C4%B1rk%C3%B6y_G%C3%BCrlek_Nakio%C4%9Flu_Lisesi&action=edit&redlink=1,1,Bakırköy Anadolu Lisesi#7: 17 Ağustos 1999 ile büyük derecede hasar gören bina yıkıldığı için 1999-2000 öğretim dönemi 'nde yürütülmüştür.
Bakırköy Gürlek Nakioğlu Lisesi,https://tr.wikipedia.org/w/index.php?title=Bak%C4%B1rk%C3%B6y_G%C3%BCrlek_Nakio%C4%9Flu_Lisesi&action=edit&redlink=1,1,Bakırköy Anadolu Lisesi#7: 17 Ağustos 1999 ile büyük derecede hasar gören bina yıkıldığı için 1999-2000 öğretim dönemi 'nde yürütülmüştür.
Türkiye,https://tr.wikipedia.org/wiki/T%C3%BCrkiye,1,"Akif HamzaçebiCard#4: 1 Aralık 1953 (71 yaşında) , , | Trabzon#1: Trabzon ( : Τραπεζούντα , Trapezounta), 'nin ilinin merkezi olan şehirdir. 'nin 'nde yer alan ilin 'e kıyısı bulunur. | Trabzon#64: Bölgedeki nüfus 1923 yılında ve arasında yapılan "" "" ile gönderilmiştir. | Araklı#55: Ayrıca 2006-2007 sezonunda 'nin tek, 'nın ise 7 yenilgisiz takımından biri olmayı başarmıştır. | 2011 Türkiye genel seçimleri#70: geneli seçim sonuçları | Gazi Üniversitesi#12: Gazi Üniversitesi 'nin öğretmen yetiştiren ilk eğitim kurumudur. | Ankara Üniversitesi Siyasal Bilgiler FakültesiCard#8: , , | 2007 Türkiye genel seçimleri#4: Görev süresi dolan 'nin 10. Cumhurbaşkanı 'in yerine 11. Cumhurbaşkanının seçilememesi üzerine TBMM Genel Kuruluda 3 Mayıs 2007 tarihinde milletvekilliği seçimlerinin 22 Temmuz 2007 günü yapılması karara bağlandı."
